Text,English,Sentiment,Author,Title,tokenized_it,tokenized_en,,,,,,,,,,,,,,,,,,,
"Io vidi due sedere a sé poggiati,
com’ a scaldar si poggia tegghia a tegghia,
dal capo al piè di schianze macolati;","I saw two sitting propped against each other—
as pan is propped on pan to heat them up—
and each, from head to foot, spotted with scabs;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«Se la vostra memoria non s’imboli
nel primo mondo da l’umane menti,
ma s’ella viva sotto molti soli,","“So that your memory may never fade
within the first world from the minds of men,
but still live on—and under many suns—",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"volle ch’i’ li mostrassi l’arte; e solo
perch’ io nol feci Dedalo, mi fece
ardere a tal che l’avea per figliuolo.","wished me to show that art to him and, just
because I had not made him Daedalus,
had one who held him as a son burn me.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"sì vedrai ch’io son l’ombra di Capocchio,
che falsai li metalli con l’alchìmia;
e te dee ricordar, se ben t’adocchio,","and see that I’m the shade of that Capocchio
whose alchemy could counterfeit fine metals.
And you, if I correctly take your measure,",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"La bocca sollevò dal fiero pasto
quel peccator, forbendola a’ capelli
del capo ch’elli avea di retro guasto.","That sinner raised his mouth from his fierce meal,
then used the head that he had ripped apart
in back: he wiped his lips upon its hair.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"In picciol corso mi parieno stanchi
lo padre e ’ figli, e con l’agute scane
mi parea lor veder fender li fianchi.","But after a brief course, it seemed to me
that both the father and the sons were weary;
I seemed to see their flanks torn by sharp fangs.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Già eran desti, e l’ora s’appressava
che ’l cibo ne solëa essere addotto,
e per suo sogno ciascun dubitava;","They were awake by now; the hour drew near
at which our food was usually brought,
and each, because of what he’d dreamed, was anxious;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quand’ ebbe detto ciò, con li occhi torti
riprese ’l teschio misero co’ denti,
che furo a l’osso, come d’un can, forti.","When he had spoken this, with eyes awry,
again he gripped the sad skull in his teeth,
which, like a dog’s, were strong down to the bone.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Lo pianto stesso lì pianger non lascia,
e ’l duol che truova in su li occhi rintoppo,
si volge in entro a far crescer l’ambascia;","Their very weeping there won’t let them weep,
and grief that finds a barrier in their eyes
turns inward to increase their agony;",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Per ch’io a lui: «Se vuo’ ch’i’ ti sovvegna,
dimmi chi se’, e s’io non ti disbrigo,
al fondo de la ghiaccia ir mi convegna».","To which I answered: “If you’d have me help you,
then tell me who you are; if I don’t free you,
may I go to the bottom of the ice.”",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ella ruina in sì fatta cisterna;
e forse pare ancor lo corpo suso
de l’ombra che di qua dietro mi verna.","The soul falls headlong, down into this cistern;
and up above, perhaps, there still appears
the body of the shade that winters here",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"che questi lasciò il diavolo in sua vece
nel corpo suo, ed un suo prossimano
che ’l tradimento insieme con lui fece.","together with a kinsman, who had done
the treachery together with him—left
a devil in his stead inside his body.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ahi Genovesi, uomini diversi
d’ogne costume e pien d’ogne magagna,
perché non siete voi del mondo spersi?","Ah, Genoese, a people strange to every
constraint of custom, full of all corruption,
why have you not been driven from the world?",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"S’el fu sì bel com’ elli è ora brutto,
e contra ’l suo fattore alzò le ciglia,
ben dee da lui procedere ogne lutto.","If he was once as handsome as he now
is ugly and, despite that, raised his brows
against his Maker, one can understand",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"quindi Cocito tutto s’aggelava.
Con sei occhi piangëa, e per tre menti
gocciava ’l pianto e sanguinosa bava.","and all Cocytus froze before those winds.
He wept out of six eyes; and down three chins,
tears gushed together with a bloody froth.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"ov’ è la ghiaccia? e questi com’ è fitto
sì sottosopra? e come, in sì poc’ ora,
da sera a mane ha fatto il sol tragitto?».","Where is the ice? And how is he so placed
head downward? Tell me, too, how has the sun
in so few hours gone from night to morning?”",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Lo duca e io per quel cammino ascoso
intrammo a ritornar nel chiaro mondo;
e sanza cura aver d’alcun riposo,","My guide and I came on that hidden road
to make our way back into the bright world;
and with no care for any rest, we climbed—",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"salimmo sù, el primo e io secondo,
tanto ch’i’ vidi de le cose belle
che porta ’l ciel, per un pertugio tondo.","he first, I following—until I saw,
through a round opening, some of those things
of beauty Heaven bears. It was from there",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
E quindi uscimmo a riveder le stelle.,"that we emerged, to see—once more—the stars.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"La gloria di colui che tutto move
per l’universo penetra, e risplende
in una parte più e meno altrove.","The glory of the One who moves all things
permeates the universe and glows
in one part more and in another less.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Sì rade volte, padre, se ne coglie
per trïunfare o cesare o poeta,
colpa e vergogna de l’umane voglie,","So seldom, father, are those garlands gathered
for triumph of a ruler or a poet—
a sign of fault or shame in human wills—",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"con miglior corso e con migliore stella
esce congiunta, e la mondana cera
più a suo modo tempera e suggella.","joined to a better constellation and
along a better course, and it can temper
and stamp the world’s wax more in its own manner.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Beatrice tutta ne l’etterne rote
fissa con li occhi stava; e io in lei
le luci fissi, di là sù rimote.","The eyes of Beatrice were all intent
on the eternal circles; from the sun,
I turned aside; I set my eyes on her.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"La novità del suono e ’l grande lume
di lor cagion m’accesero un disio
mai non sentito di cotanto acume.","The newness of the sound and the great light
incited me to learn their cause—I was
more keen than I had ever been before.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Qui veggion l’alte creature l’orma
de l’etterno valore, il qual è fine
al quale è fatta la toccata norma.","Here do the higher beings see the imprint
of the Eternal Worth, which is the end
to which the pattern I have mentioned tends.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Maraviglia sarebbe in te se, privo
d’impedimento, giù ti fossi assiso,
com’ a terra quïete in foco vivo».","It would be cause for wonder in you if,
no longer hindered, you remained below,
as if, on earth, a living flame stood still.”",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Voialtri pochi che drizzaste il collo
per tempo al pan de li angeli, del quale
vivesi qui ma non sen vien satollo,","You other few who turned your minds in time
unto the bread of angels, which provides
men here with life—but hungering for more—",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Per entro sé l’etterna margarita
ne ricevette, com’ acqua recepe
raggio di luce permanendo unita.","Into itself, the everlasting pearl
received us, just as water will accept
a ray of light and yet remain intact.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"La spera ottava vi dimostra molti
lumi, li quali e nel quale e nel quanto
notar si posson di diversi volti.","The eighth sphere offers many lights to you,
and you can tell that they, in quality
and size, are stars with different visages.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Rivolto ad essi, fa che dopo il dosso
ti stea un lume che i tre specchi accenda
e torni a te da tutti ripercosso.","Then, turning toward them, at your back have placed
a light that kindles those three mirrors and
returns to you, reflected by them all.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E come l’alma dentro a vostra polve
per differenti membra e conformate
a diverse potenze si risolve,","And as the soul within your dust is shared
by different organs, each most suited to
a different potency, so does that Mind",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Da essa vien ciò che da luce a luce
par differente, non da denso e raro;
essa è formal principio che produce,","From this, and not from matter rare or dense,
derive the differences from light to light;
this is the forming principle, producing,",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Or ti parrà, se tu quinci argomenti,
l’alto valor del voto, s’è sì fatto
che Dio consenta quando tu consenti;","this gift: thus you may draw, as consequence,
the high worth of a vow, when what is pledged
with your consent encounters God’s consent;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"ché, nel fermar tra Dio e l’omo il patto,
vittima fassi di questo tesoro,
tal quale io dico; e fassi col suo atto.","for when a pact is drawn between a man
and God, then through free will, a man gives up
what I have called his treasure, his free will.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non prendan li mortali il voto a ciancia;
siate fedeli, e a ciò far non bieci,
come Ieptè a la sua prima mancia;","Let mortals never take a vow in jest;
be faithful and yet circumspect, not rash
as Jephthah was, in offering his first gift;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"del lume che per tutto il ciel si spazia
noi semo accesi; e però, se disii
di noi chiarirti, a tuo piacer ti sazia».","the light that kindles us is that same light
which spreads through all of heaven; thus, if you
would know us, sate yourself as you may please.”",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"ma non so chi tu se’, né perché aggi,
anima degna, il grado de la spera
che si vela a’ mortai con altrui raggi».","but I do not know who you are or why,
good soul, your rank is in a sphere concealed
from mortals by another planet’s rays.”",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"per più letizia sì mi si nascose
dentro al suo raggio la figura santa;
e così chiusa chiusa mi rispuose","so did that holy form, through excess gladness,
conceal himself from me within his rays;
and so concealed, concealed, he answered me",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Or drizza il viso a quel ch’or si ragiona:
questa natura al suo fattore unita,
qual fu creata, fu sincera e buona;","Now set your sight on what derives from that.
This nature, thus united to its Maker,
was good and pure, even as when created;",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non ti dee oramai parer più forte,
quando si dice che giusta vendetta
poscia vengiata fu da giusta corte.","You need no longer find it difficult
to understand when it is said that just
vengeance was then avenged by a just court.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Più l’è conforme, e però più le piace;
ché l’ardor santo ch’ogne cosa raggia,
ne la più somigliante è più vivace.","Even as it conforms to that Goodness,
so does it please It more; the Sacred Ardor
that gleams in all things is most bright within",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non potea l’uomo ne’ termini suoi
mai sodisfar, per non potere ir giuso
con umiltate obedïendo poi,","Man, in his limits, could not recompense;
for no obedience, no humility,
he offered later could have been so deep",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Né tra l’ultima notte e ’l primo die
sì alto o sì magnifico processo,
o per l’una o per l’altra, fu o fie:","and the first day, a chain of actions so
lofty and so magnificent as He
enacted when He followed His two ways;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"ma li alimenti che tu hai nomati
e quelle cose che di lor si fanno
da creata virtù sono informati.","whereas the elements that you have mentioned,
as well as those things that are made from them,
receive their form from a created power.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E quinci puoi argomentare ancora
vostra resurrezion, se tu ripensi
come l’umana carne fessi allora","So reasoning, you also can deduce
your resurrection; you need but remember
the way in which your human flesh was fashioned",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ruppe il silenzio ne’ concordi numi
poscia la luce in che mirabil vita
del poverel di Dio narrata fumi,","The silence of the blessed fellowship
was broken by the very light from which
I heard the wondrous life of God’s poor man;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quindi discende a l’ultime potenze
giù d’atto in atto, tanto divenendo,
che più non fa che brevi contingenze;","From there, from act to act, light then descends
down to the last potentialities,
where it is such that it engenders nothing",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Se fosse a punto la cera dedutta
e fosse il cielo in sua virtù supprema,
la luce del suggel parrebbe tutta;","For were the wax appropriately readied,
and were the heaven’s power at its height,
the brightness of the seal would show completely;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non sien le genti, ancor, troppo sicure
a giudicar, sì come quei che stima
le biade in campo pria che sien mature;","So, too, let men not be too confident
in judging—witness those who, in the field,
would count the ears before the corn is ripe;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non creda donna Berta e ser Martino,
per vedere un furare, altro offerere,
vederli dentro al consiglio divino;","Let not Dame Bertha or Master Martin think
that they have shared God’s Counsel when they see
one rob and see another who donates:",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Così diss’ io a quella luce stessa
che pria m’avea parlato; e come volle
Beatrice, fu la mia voglia confessa.","So did I speak to the same living light
that spoke to me before; as Beatrice
had wished, what was my wish was now confessed.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"fa risonar la spene in questa altezza:
tu sai, che tante fiate la figuri,
quante Iesù ai tre fé più carezza».","matters of hope reecho at this height;
you can—for every time that Jesus favored
you three above the rest, you were the figure",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«La Chiesa militante alcun figliuolo
non ha con più speranza, com’ è scritto
nel Sol che raggia tutto nostro stuolo:","“There is no child of the Church Militant
who has more hope than he has, as is written
within the Sun whose rays reach all our ranks:",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Mentr’ io diceva, dentro al vivo seno
di quello incendio tremolava un lampo
sùbito e spesso a guisa di baleno.","While I was speaking, in the living heart
of that soul—flame there came a trembling flash,
sudden, repeated, just as lightning cracks.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E come surge e va ed entra in ballo
vergine lieta, sol per fare onore
a la novizia, non per alcun fallo,","And as a happy maiden rises and
enters the dance to honor the new bride—
and not through vanity or other failing—",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"In terra è terra il mio corpo, e saragli
tanto con li altri, che ’l numero nostro
con l’etterno proposito s’agguagli.","On earth my body now is earth and shall
be there together with the rest until
our number equals the eternal purpose.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ahi quanto ne la mente mi commossi,
quando mi volsi per veder Beatrice,
per non poter veder, benché io fossi","Ah, how disturbed I was within my mind,
when I turned round to look at Beatrice,
on finding that I could not see, though I",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Dunque a l’essenza ov’ è tanto avvantaggio,
che ciascun ben che fuor di lei si trova
altro non è ch’un lume di suo raggio,","of anyone who can discern the truth
on which this proof is founded must be moved
to love, more than it loves all else, that Essence",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Come la fronda che flette la cima
nel transito del vento, e poi si leva
per la propria virtù che la soblima,","As does a tree that bends its crown because
of winds that gust, and then springs up, raised by
its own sustaining power, so did I",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quelli ch’usurpa in terra il luogo mio,
il luogo mio, il luogo mio, che vaca
ne la presenza del Figliuol di Dio,","He who on earth usurps my place, my place,
my place that in the sight of God’s own Son
is vacant now, has made my burial ground",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E come donna onesta che permane
di sé sicura, e per l’altrui fallanza,
pur ascoltando, timida si fane,","And like a woman who, although secure
in her own honesty, will pale on even
hearing about another woman’s failing,",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Lo viso mio seguiva i suoi sembianti,
e seguì fin che ’l mezzo, per lo molto,
li tolse il trapassar del più avanti.","My sight was following their semblances—
until the space between us grew so great
as to deny my eyes all farther reach.",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Le parti sue vivissime ed eccelse
sì uniforme son, ch’i’ non so dire
qual Bëatrice per loco mi scelse.","Its parts were all so equally alive
and excellent, that I cannot say which
place Beatrice selected for my entry.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Così si fa la pelle bianca nera
nel primo aspetto de la bella figlia
di quel ch’apporta mane e lascia sera.","Just so, white skin turns black when it is struck
by direct light—the lovely daughter of
the one who brings us dawn and leaves us evening.",,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"che la fortuna che tanto s’aspetta,
le poppe volgerà u’ son le prore,
sì che la classe correrà diretta;","this high sphere shall shine so, that Providence,
long waited for, will turn the sterns to where
the prows now are, so that the fleet runs straight;",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Concreato fu ordine e costrutto
a le sustanze; e quelle furon cima
nel mondo in che puro atto fu produtto;","Created with the substances were order
and pattern; at the summit of the world
were those in whom pure act had been produced;",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Né giugneriesi, numerando, al venti
sì tosto, come de li angeli parte
turbò il suggetto d’i vostri alimenti.","Then, sooner than it takes to count to twenty,
a portion of the angels violently
disturbed the lowest of your elements.",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Se i barbari, venendo da tal plaga
che ciascun giorno d’Elice si cuopra,
rotante col suo figlio ond’ ella è vaga,","If the Barbarians, when they came from
a region that is covered every day
by Helice, who wheels with her loved son,",negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Vedëa visi a carità süadi,
d’altrui lume fregiati e di suo riso,
e atti ornati di tutte onestadi.","There I saw faces given up to love—
graced with Another’s light and their own smile—
and movements graced with every dignity.",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"O somma luce che tanto ti levi
da’ concetti mortali, a la mia mente
ripresta un poco di quel che parevi,","O Highest Light, You, raised so far above
the minds of mortals, to my memory
give back something of Your epiphany,",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Un punto solo m’è maggior letargo
che venticinque secoli a la ’mpresa
che fé Nettuno ammirar l’ombra d’Argo.","brings more forgetfulness to me than twenty—
five centuries have brought to the endeavor
that startled Neptune with the Argo’s shadow!",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ne la profonda e chiara sussistenza
de l’alto lume parvermi tre giri
di tre colori e d’una contenenza;","essence of that exalted Light, three circles
appeared to me; they had three different colors,
but all of them were of the same dimension;",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quella circulazion che sì concetta
pareva in te come lume reflesso,
da li occhi miei alquanto circunspetta,","That circle—which, begotten so, appeared
in You as light reflected—when my eyes
had watched it with attention for some time,",neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Per correr miglior acque alza le vele
omai la navicella del mio ingegno,
che lascia dietro a sé mar sì crudele;","To course across more kindly waters now
my talent’s little vessel lifts her sails,
leaving behind herself a sea so cruel;",positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"I’ mi volsi a man destra, e puosi mente
a l’altro polo, e vidi quattro stelle
non viste mai fuor ch’a la prima gente.",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Son le leggi d’abisso così rotte?
o è mutato in ciel novo consiglio,
che, dannati, venite a le mie grotte?».",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Mostrata ho lui tutta la gente ria;
e ora intendo mostrar quelli spirti
che purgan sé sotto la tua balìa.",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«Marzïa piacque tanto a li occhi miei
mentre ch’i’ fu’ di là», diss’ elli allora,
«che quante grazie volse da me, fei.",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Così sparì; e io sù mi levai
sanza parlare, e tutto mi ritrassi
al duca mio, e li occhi a lui drizzai.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quando noi fummo là ’ve la rugiada
pugna col sole, per essere in parte
dove, ad orezza, poco si dirada,",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quivi mi cinse sì com’ altrui piacque:
oh maraviglia! ché qual elli scelse
l’umile pianta, cotal si rinacque",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Vassi in Sanleo e discendesi in Noli,
montasi su in Bismantova e ’n Cacume
con esso i piè; ma qui convien ch’ om voli;",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ed elli a me: «Nessun tuo passo caggia;
pur su al monte dietro a me acquista,
fin che n’appaia alcuna scorta saggia».",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"A seder ci ponemmo ivi ambedui
vòlti a levante ond’ eravam saliti,
che suole a riguardar giovare altrui.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Come ciò sia, se ’l vuoi poter pensare,
dentro raccolto, imagina Sïòn
con questo monte in su la terra stare",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ma se a te piace, volontier saprei
quanto avemo ad andar; ché ’l poggio sale
più che salir non posson li occhi miei».",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Conobbi allor chi era, e quella angoscia
che m’avacciava un poco ancor la lena,
non m’impedì l’andare a lui; e poscia",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E già il poeta innanzi mi saliva,
e dicea: «Vienne omai; vedi ch’è tocco
meridïan dal sole e a la riva",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Luogo è là giù non tristo di martìri,
ma di tenebre solo, ove i lamenti
non suonan come guai, ma son sospiri.",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Poco allungati c’eravam di lici,
quand’ io m’accorsi che ’l monte era scemo,
a guisa che i vallon li sceman quici.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Rodolfo imperador fu, che potea
sanar le piaghe c’hanno Italia morta,
sì che tardi per altri si ricrea.",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Rade volte risurge per li rami
l’umana probitate; e questo vole
quei che la dà, perché da lui si chiami.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quel che più basso tra costor s’atterra,
guardando in suso, è Guiglielmo marchese,
per cui e Alessandria e la sua guerra",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Quanto di qua per un migliaio si conta,
tanto di là eravam noi già iti,
con poco tempo, per la voglia pronta;",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«Oh!», diss’ io, «padre, che voci son queste?».
E com’ io domandai, ecco la terza
dicendo: ‘Amate da cui male aveste’.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Allora più che prima li occhi apersi;
guarda’mi innanzi, e vidi ombre con manti
al color de la pietra non diversi.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Di vil ciliccio mi parean coperti,
e l’un sofferia l’altro con la spalla,
e tutti da la ripa eran sofferti.",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"A me pareva, andando, fare oltraggio,
veggendo altrui, non essendo veduto:
per ch’io mi volsi al mio consiglio saggio.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«O frate mio, ciascuna è cittadina
d’una vera città; ma tu vuo’ dire
che vivesse in Italia peregrina».",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Rotti fuor quivi e vòlti ne li amari
passi di fuga; e veggendo la caccia,
letizia presi a tutte altre dispari,",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«Li occhi», diss’ io, «mi fieno ancor qui tolti,
ma picciol tempo, ché poca è l’offesa
fatta per esser con invidia vòlti.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"così l’animo preso entra in disire,
ch’è moto spiritale, e mai non posa
fin che la cosa amata il fa gioire.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ed elli a me: «Quanto ragion qui vede,
dir ti poss’ io; da indi in là t’aspetta
pur a Beatrice, ch’è opra di fede.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Color che ragionando andaro al fondo,
s’accorser d’esta innata libertate;
però moralità lasciaro al mondo.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ma questa sonnolenza mi fu tolta
subitamente da gente che dopo
le nostre spalle a noi era già volta.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«Ratto, ratto, che ’l tempo non si perda
per poco amor», gridavan li altri appresso,
«che studio di ben far grazia rinverda».",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E quella che l’affanno non sofferse
fino a la fine col figlio d’Anchise,
sé stessa a vita sanza gloria offerse».",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"«O dolce padre, che è quel ch’i’ odo?»,
comincia’ io; ed elli: «Ombre che vanno
forse di lor dover solvendo il nodo».",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Non credo che così a buccia strema
Erisittone fosse fatto secco,
per digiunar, quando più n’ebbe tema.",,negative,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Questa favilla tutta mi raccese
mia conoscenza a la cangiata labbia,
e ravvisai la faccia di Forese.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Tutta esta gente che piangendo canta
per seguitar la gola oltra misura,
in fame e ’n sete qui si rifà santa.",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Con suoi prieghi devoti e con sospiri
tratto m’ha de la costa ove s’aspetta,
e liberato m’ha de li altri giri.",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Deh, frate, or fa che più non mi ti celi!
vedi che non pur io, ma questa gente
tutta rimira là dove ’l sol veli».",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Tanto dice di farmi sua compagna
che io sarò là dove fia Beatrice;
quivi convien che sanza lui rimagna.",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Virgilio è questi che così mi dice»,
e addita’lo; «e quest’ altro è quell’ ombra
per cuï scosse dianzi ogne pendice",,,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Ma dì s’i’ veggio qui colui che fore
trasse le nove rime, cominciando
‘Donne ch’avete intelletto d’amore’».",,positive,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"E come l’uom che di trottare è lasso,
lascia andar li compagni, e sì passeggia
fin che si sfoghi l’affollar del casso,",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
"Vidi gente sott’ esso alzar le mani
e gridar non so che verso le fronde,
quasi bramosi fantolini e vani",,neutral,Dante,La Divina Commedia,,,,,,,,,,,,,,,,,,,,,
